Date,Open,High,Low,Close,Volume,conv_line,base_line,lead_a,lead_b,lag_span,crit1,crit2,crit3,crit4,crit5,crit6,crit7,test7
2019-08-06,20.219999313354492,20.350000381469727,19.350000381469727,19.889999389648438,3781100,,,,,22.18000030517578,False,False,False,False,False,,False,
2019-08-07,19.530000686645508,19.6299991607666,19.149999618530273,19.579999923706055,2949000,,,,,22.559999465942383,False,False,False,False,False,,False,
2019-08-08,19.790000915527344,20.239999771118164,19.68000030517578,20.1200008392334,2980800,,,,,22.889999389648438,False,False,False,False,False,,False,
2019-08-09,19.850000381469727,19.959999084472656,19.15999984741211,19.209999084472656,3068400,,,,,22.559999465942383,False,False,False,False,False,,False,
2019-08-12,19.030000686645508,19.049999237060547,18.389999389648438,18.520000457763672,2600300,,,,,22.030000686645508,False,False,False,False,False,,False,
2019-08-13,18.5,19.520000457763672,18.329999923706055,19.110000610351562,4426600,,,,,21.670000076293945,False,False,False,False,False,,False,
2019-08-14,18.350000381469727,18.40999984741211,17.5,17.5,5541500,,,,,21.940000534057617,False,False,False,False,False,,False,
2019-08-15,17.600000381469727,17.739999771118164,16.680999755859375,16.920000076293945,3973300,,,,,21.700000762939453,False,False,False,False,False,,False,
2019-08-16,17.040000915527344,17.6299991607666,17.040000915527344,17.520000457763672,4273200,18.51550006866455,,,,21.299999237060547,False,False,False,False,False,,False,
2019-08-19,17.84000015258789,18.3700008392334,17.809999465942383,18.229999542236328,3505000,18.46049976348877,,,,20.6200008392334,False,False,False,False,False,,False,
2019-08-20,18.1200008392334,18.399999618530273,18.06399917602539,18.309999465942383,2954100,18.46049976348877,,,,21.5,False,False,False,False,False,,False,
2019-08-21,18.670000076293945,19.010000228881836,18.459999084472656,18.469999313354492,3383100,18.320499420166016,,,,20.989999771118164,False,False,False,False,False,,False,
2019-08-22,18.459999084472656,18.545000076293945,17.905000686645508,18.049999237060547,2999300,18.100500106811523,,,,20.610000610351562,False,False,False,False,False,,False,
2019-08-23,17.829999923706055,18.0,17.309999465942383,17.479999542236328,3217300,18.100500106811523,,,,20.06999969482422,False,False,False,False,False,,False,
2019-08-26,17.729999542236328,17.729999542236328,17.09000015258789,17.170000076293945,3108700,17.845499992370605,,,,19.860000610351562,False,False,False,False,False,,False,
2019-08-27,17.309999465942383,17.3700008392334,16.68000030517578,16.729999542236328,2376000,17.84500026702881,,,,19.299999237060547,False,False,False,False,False,,False,
2019-08-28,16.579999923706055,17.280000686645508,16.459999084472656,17.010000228881836,2915700,17.734999656677246,,,,19.049999237060547,False,False,False,False,False,,False,
2019-08-29,17.31999969482422,17.979999542236328,17.26300048828125,17.799999237060547,3069400,17.734999656677246,,,,19.450000762939453,False,False,False,False,False,,False,
2019-08-30,17.940000534057617,18.170000076293945,17.709999084472656,17.93000030517578,2095400,17.734999656677246,,,,19.25,False,False,False,False,False,,False,
2019-09-03,17.6299991607666,17.700000762939453,17.09000015258789,17.610000610351562,2604500,17.734999656677246,,,,18.489999771118164,False,False,False,False,False,,False,
2019-09-04,18.020000457763672,18.389999389648438,17.959999084472656,18.280000686645508,2573200,17.5024995803833,,,,18.40999984741211,False,False,False,False,False,,False,
2019-09-05,18.709999084472656,19.764999389648438,18.700000762939453,19.6200008392334,5547200,18.112499237060547,,,,18.690000534057617,False,False,False,False,False,,False,
2019-09-06,19.520000457763672,19.639999389648438,18.979999542236328,19.110000610351562,2970600,18.112499237060547,,,,19.280000686645508,False,False,False,False,False,,False,
2019-09-09,19.270000457763672,20.420000076293945,19.270000457763672,20.299999237060547,4241600,18.4399995803833,,,,19.170000076293945,False,False,False,False,False,,False,
2019-09-10,20.389999389648438,20.889999389648438,19.850000381469727,20.829999923706055,3213800,18.674999237060547,,,,19.459999084472656,False,False,False,False,False,,False,
2019-09-11,21.350000381469727,22.280000686645508,20.700000762939453,22.18000030517578,6270100,19.6850004196167,19.369999885559082,,,19.15999984741211,True,False,False,False,False,True,False,
2019-09-12,22.030000686645508,22.81999969482422,21.3799991607666,22.559999465942383,5143800,19.954999923706055,19.639999389648438,,,20.299999237060547,True,True,False,False,False,True,False,
2019-09-13,22.950000762939453,23.325000762939453,22.700000762939453,22.889999389648438,4218900,20.207500457763672,19.892499923706055,,,21.540000915527344,True,True,False,False,False,True,False,
2019-09-16,22.559999465942383,22.8700008392334,22.3799991607666,22.559999465942383,2866100,20.642499923706055,19.892499923706055,,,20.469999313354492,True,True,False,False,False,True,False,
2019-09-17,22.0,22.350000381469727,21.549999237060547,22.030000686645508,3653900,21.012500762939453,19.892499923706055,,,20.729999542236328,True,True,False,False,False,True,False,
2019-09-18,21.790000915527344,22.0,21.368999481201172,21.670000076293945,4159200,21.15250015258789,19.892499923706055,,,21.280000686645508,True,True,False,False,False,True,False,
2019-09-19,21.299999237060547,22.209999084472656,21.299999237060547,21.940000534057617,2990600,21.297500610351562,19.892499923706055,,,20.739999771118164,True,True,False,False,False,True,False,
2019-09-20,22.040000915527344,22.09600067138672,21.5,21.700000762939453,5090200,21.58750057220459,19.892499923706055,,,21.020000457763672,True,True,False,False,False,True,False,
2019-09-23,20.65999984741211,21.707000732421875,20.440000534057617,21.299999237060547,3529200,21.882500648498535,19.892499923706055,,,21.520000457763672,True,True,False,False,False,True,False,
2019-09-24,21.06999969482422,21.440000534057617,20.420000076293945,20.6200008392334,3718000,21.8725004196167,19.892499923706055,,,21.600000381469727,True,False,False,False,False,True,False,
2019-09-25,20.479999542236328,21.559999465942383,20.3799991607666,21.5,3352100,21.852499961853027,19.892499923706055,,,21.290000915527344,True,False,False,False,False,True,False,
2019-09-26,21.190000534057617,21.229999542236328,20.59000015258789,20.989999771118164,2260200,21.625,19.892499923706055,,,20.790000915527344,True,False,False,False,False,True,False,
2019-09-27,21.079999923706055,21.229999542236328,20.43000030517578,20.610000610351562,3087400,21.364999771118164,19.892499923706055,,,21.8700008392334,True,False,False,False,False,True,False,
2019-09-30,20.530000686645508,20.549999237060547,19.950000762939453,20.06999969482422,3276600,21.079999923706055,19.892499923706055,,,22.90999984741211,True,False,False,False,False,True,False,
2019-10-01,20.190000534057617,20.8700008392334,19.700000762939453,19.860000610351562,3241700,20.954999923706055,19.892499923706055,,,22.59000015258789,True,False,False,False,False,True,False,
2019-10-02,19.420000076293945,19.549999237060547,18.81999969482422,19.299999237060547,3069500,20.45800018310547,19.892499923706055,,,21.899999618530273,True,False,False,False,False,True,False,
2019-10-03,19.1299991607666,19.34000015258789,18.68000030517578,19.049999237060547,3504800,20.193500518798828,19.892499923706055,,,22.559999465942383,True,False,False,False,False,True,False,
2019-10-04,19.100000381469727,19.489999771118164,18.940000534057617,19.450000762939453,2750900,20.119999885559082,20.207500457763672,,,22.530000686645508,False,True,False,False,False,True,False,
2019-10-07,19.40999984741211,19.774999618530273,19.190000534057617,19.25,2624400,20.119999885559082,20.207500457763672,,,22.219999313354492,False,False,False,False,False,True,False,
2019-10-08,18.899999618530273,19.010000228881836,18.469999313354492,18.489999771118164,3526900,19.84999942779541,20.207500457763672,,,22.18000030517578,False,False,False,False,False,True,False,
2019-10-09,18.75,18.81999969482422,18.18600082397461,18.40999984741211,3000400,19.70800018310547,20.642499923706055,,,21.219999313354492,False,True,False,False,False,True,False,
2019-10-10,18.639999389648438,18.993999481201172,18.420000076293945,18.690000534057617,3313500,19.528000831604004,20.75550079345703,,,20.989999771118164,False,False,False,False,False,False,False,
2019-10-11,19.15999984741211,19.5,18.969999313354492,19.280000686645508,5999800,19.528000831604004,20.75550079345703,,,20.889999389648438,False,False,False,False,False,False,False,
2019-10-14,19.020000457763672,19.440000534057617,18.780000686645508,19.170000076293945,5806700,18.98050022125244,20.75550079345703,,,20.760000228881836,False,False,False,False,False,False,False,
2019-10-15,19.110000610351562,19.812999725341797,18.961000442504883,19.459999084472656,7569500,18.999500274658203,20.75550079345703,,,20.56999969482422,False,True,False,False,False,False,False,
2019-10-16,19.25,19.959999084472656,19.15999984741211,19.15999984741211,7168000,19.072999954223633,20.75550079345703,19.52750015258789,,20.3700008392334,False,True,False,False,False,False,False,
2019-10-17,20.549999237060547,21.6299991607666,20.030000686645508,20.299999237060547,9109900,19.907999992370605,20.75550079345703,19.797499656677246,,20.149999618530273,False,True,True,False,True,False,False,
2019-10-18,20.65999984741211,21.639999389648438,20.34000015258789,21.540000915527344,6030900,19.913000106811523,20.75550079345703,20.050000190734863,,20.559999465942383,False,True,True,False,True,False,False,0.0
2019-10-21,21.56999969482422,21.65999984741211,20.450000762939453,20.469999313354492,6187000,19.92300033569336,20.528000831604004,20.267499923706055,,20.440000534057617,False,False,True,False,True,False,False,0.0
2019-10-22,20.450000762939453,21.030000686645508,19.920000076293945,20.729999542236328,4071100,20.039999961853027,20.268000602722168,20.452500343322754,,20.260000228881836,False,False,True,False,True,False,False,0.0
2019-10-23,20.809999465942383,21.389999389648438,20.809999465942383,21.280000686645508,3167000,20.22000026702881,20.197999954223633,20.522500038146973,,20.600000381469727,True,True,True,False,True,False,False,0.0
2019-10-24,21.34000015258789,21.56999969482422,20.44499969482422,20.739999771118164,4190300,20.22000026702881,20.197999954223633,20.59500026702881,,20.350000381469727,True,False,True,False,True,False,False,0.0
2019-10-25,20.68000030517578,21.200000762939453,20.600000381469727,21.020000457763672,5924400,20.310500144958496,20.141000747680664,20.740000247955322,,20.329999923706055,True,True,True,False,True,False,False,0.0
2019-10-28,21.219999313354492,21.770000457763672,21.190000534057617,21.520000457763672,2825800,20.46500015258789,19.97800064086914,20.887500286102295,,19.790000915527344,True,False,True,False,True,False,False,0.0
2019-10-29,21.450000762939453,21.729999542236328,21.049999237060547,21.600000381469727,2443600,20.84500026702881,19.97800064086914,20.882500171661377,,19.760000228881836,True,True,True,False,True,True,False,0.0
2019-10-30,21.299999237060547,21.344999313354492,20.774999618530273,21.290000915527344,3718500,20.84500026702881,19.97800064086914,20.87249994277954,,19.8700008392334,True,False,True,False,True,False,False,0.0
2019-10-31,20.940000534057617,21.299999237060547,20.360000610351562,20.790000915527344,5468700,20.84500026702881,19.97800064086914,20.758749961853027,,20.600000381469727,True,False,True,False,True,False,False,0.0
2019-11-01,21.030000686645508,22.059999465942383,21.0,21.8700008392334,5474100,20.989999771118164,20.123000144958496,20.62874984741211,,20.25,True,True,True,False,True,True,False,0.0
2019-11-04,22.280000686645508,22.985000610351562,22.020000457763672,22.90999984741211,3741000,21.672500610351562,20.585500717163086,20.486249923706055,,20.649999618530273,True,True,True,False,True,True,False,0.0
2019-11-05,23.200000762939453,23.46500015258789,22.549999237060547,22.59000015258789,5205300,21.912500381469727,20.82550048828125,20.423749923706055,,20.649999618530273,True,True,True,False,True,True,True,0.06999969482421875
2019-11-06,22.40999984741211,22.6200008392334,21.889999389648438,21.899999618530273,2274000,21.912500381469727,20.82550048828125,20.17525005340576,,21.260000228881836,True,False,True,False,True,True,False,0.0
2019-11-07,22.399999618530273,23.065000534057617,22.299999237060547,22.559999465942383,2963600,21.912500381469727,20.82550048828125,20.04300022125244,,20.690000534057617,True,False,True,False,True,True,False,0.0
2019-11-08,22.3799991607666,22.950000762939453,22.25,22.530000686645508,4674800,21.912500381469727,20.82550048828125,20.163750171661377,,20.979999542236328,True,False,True,False,True,True,False,0.0
2019-11-11,22.149999618530273,22.309999465942383,21.68400001525879,22.219999313354492,3124800,21.912500381469727,20.82550048828125,20.163750171661377,,20.709999084472656,True,False,True,False,True,True,True,0.3150005340576172
2019-11-12,22.329999923706055,23.020000457763672,22.059999465942383,22.18000030517578,3105100,21.912500381469727,20.82550048828125,20.02874994277954,,20.950000762939453,True,False,True,False,True,True,False,0.0
2019-11-13,21.530000686645508,21.81999969482422,20.979999542236328,21.219999313354492,4458400,22.22249984741211,20.82550048828125,20.17525005340576,,21.469999313354492,True,True,True,False,True,True,False,0.0
2019-11-14,21.049999237060547,21.399999618530273,20.709999084472656,20.989999771118164,2919400,22.087499618530273,20.942500114440918,20.141750812530518,,21.229999542236328,True,False,True,False,True,True,True,0.4349994659423828
2019-11-15,21.0,21.25,20.434999465942383,20.889999389648438,3289100,21.949999809265137,21.1225004196167,20.141750812530518,,21.479999542236328,True,True,True,False,True,True,True,0.11300086975097656
2019-11-18,20.6200008392334,20.81999969482422,20.0,20.760000228881836,3616500,21.53250026702881,21.1225004196167,19.868000507354736,,21.579999923706055,True,False,True,False,True,True,False,0.0
