ETRN,BIOL,MGY,LGVN,CVV,SHYD,AMZN,GOOGL,GOOG,VERO,CODX,HEXO,AHPI,MSFT,SPRT,BOXL,RDHL,NURO,VACQU,NAOV,MTAC,XBIO,USRT,ACAD,YCBD,PPC,FB,ANY,BTBT,MRIN,WORX,MDVL,BYTS,BTB,AAPL,BLIN,HYRE,MOXC,QDEL,MDIA,XELA,ACY,WTRH,DVN,DRNA,IQDE,APT,TSLA,MOMO,ALF,CARV,LEDS,CUEN,TCTL,PIXY,FULC,TGI,SESN,BRK-A,NBIX,EXPI,BKR,RIOT,ONDS,PRTH,PPTA,OPTN,MOSY,PBTS,OLB,KPTI,LAZY,FLGT,NCTY,NTEC,CXDC,DUOT,ENSC,EJH,SHOP,ORPH,WRI,RMED,COOP,TTCF,EARN,GE,NUWE,NXTD,GRWG,FRLN,AUDC,UONE,HUT,AUPH,AEYE,SQBG,CRCT,CASI,OSAT,SENS,DLPN,AEMD,VHC,COE,RVP,SRPT,CRM,BIOC,PRPO,COHN,KL,UCTT,QTUM,SIGA,AEHR,TIG,INDP,BOMN,KXIN,FWP,ITCI,AEHL,GROM,BZUN,GRNV,BRK-B,LIVE,ONTO,NTP,WVE,FINV,NVDA,FRHC,CRTD,NVAX,VRPX,BPMC,VCTR,ARWR,PFSI,TROX,LAKE,NFLX,SAVA,INCO,LFMD,ADBE,SNTG,BXC,KALA,AYTU,AC,EPIX,DQ,LITB,YVR,GOCO,MRNA,LDI,AMEH,EDIT,ATLC,MYO,MKTY,ACHL,BABA,CSSE,FRD,WHLM,FTNT,TX,NRBO,BNTX,LITE,LEXX,PCRX,ZIP,HGBL,AMD,MYFW,TOMZ,FUTU,FUV,OVV,FXA,AAWW,AMED,MYMD,ICPT,BSQR,GRVY,APPS,ENLV,HZON,ASML,RVLV,EVK,KRT


